Tabela síntese - Scopus,,,,,,,,,,,,
(a) n. do estudo,"Citação (Autor et al., Ano)",Título do Artigo (conforme Lista de origem),QP1 - Como a literatura sobre Interação Humano-Dados (IHD) evoluiu em conceito e prática na última década (2014-2024)?,QP2 - Quais são as principais diferenças entre as abordagens teóricas e as implementações práticas relatadas na literatura nos últimos dez anos (2014-2024)?,QP3 - Quais lacunas na pesquisa atual são recorrentemente citadas nos estudos?,"QP4 - Antes da abordagem de IHD, havia alguma abordagem para facilitar o entendimento sobre a gestão de dados em aplicações?",QP5 - Qual é a importância de aplicação da IHD no contexto de Smart City?,,"QPS1 - Quais métodos de avaliação (ex: testes de usabilidade, eye-tracking) são usados para medir a eficácia da IHD?",QPS2 - Quais elementos de sistemas IHD ajudam usuários inexperientes digitalmente a entender melhor os dados?,QPS3 - Os estudos de caso testaram algum framework utilizando IHD?,QPS4 - De que forma fatores etnicos-culturais podem influenciar na forma de aplicação da IHD?
89,"Koesten et al., 2021","Koesten L., Gregory K., Groth P., Simperl E. Talking datasets – Understanding data sensemaking behaviours. (2021) International Journal of H",Transita do foco em usabilidade mecânica para a análise dos comportamentos holísticos de construção de sentido (sensemaking). Estrutura a IHD sob a premissa de que o dado bruto requer contextos sociais para possuir legibilidade cívica.,"Enquanto as políticas teóricas idealizam o reúso de bancos de dados em larga escala, a prática demonstra que a ausência de documentação contextual obriga o usuário a um exaustivo esforço de reconstrução semântica para dar utilidade e significado às informações originais.","Carência de esforço acadêmico para mapear os processos comportamentais exatos que envolvem o sensemaking focado em dados, sendo a área ofuscada por abordagens tradicionais de interpretação textual.","O desenvolvimento governamental e corporativo privilegiava exclusivamente a legibilidade algorítmica para servidores, ignorando solenemente os padrões cognitivos necessários para que humanos explorassem as bases de dados e desenvolvessem contexto.",Crucial para o desenvolvimento cívico: demonstra que a superação das crises de governança global é diretamente proporcional à capacidade sistêmica do cidadão de construir e validar o sentido das métricas de dados abertos divulgadas.,,"Utiliza uma combinação avaliativa empírica de entrevistas em profundidade, tarefas operacionais com protocolo think-aloud e posterior análise de gravação de tela para atestar as interações cognitivas do usuário.","Recomenda o uso de ""coisas estranhas"" (erros ou outliers) como pontos de entrada positivos para a exploração, além do uso de navegação por níveis (zoom em colunas vs. conjunto completo).","Cria e testa um framework próprio baseado em três clusters operacionais: Inspecionar, Engajar com Conteúdo e Colocar em Contexto.","Reforça que a interpretação de dados é modulada por normas disciplinares e contextos sociais de coleta, sendo o conhecimento cultural um elemento tácito determinante na compreensão."
90,"Calvetti et al., 2021","Calvetti D., Mêda P., Sousa H., Gonçalves M.C. Human Data Interaction in Sensored Sites, Challenges of the Craft Workforce Dimension (2021)",Desloca a ênfase tradicional do binômio hardware/software para o foco na supervisão ética e na compreensão dos comportamentos humanos intimamente mediados e rastreados através de fluxos de dados contínuos.,"Teoricamente, regulações como a LGPD e o GDPR pacificam as relações de uso de dados. Na prática laboral, a falta de jurisprudência consolidada sobre o monitoramento eletrônico de funcionários cria lacunas jurídicas que subvertem a privacidade e a Autonomia do Usuário no ambiente de trabalho.","Falta de diagnósticos rigorosos sobre quais dados de performance devem ser licitamente coletados, bem como a ausência de uma arquitetura transparente que exiba o fluxo de dados desde o local de trabalho até aos sistemas de gestão patronal.","A IHC clássica moldava os softwares para privilegiar a máxima eficiência operacional da máquina na linha de produção, negligenciando completamente a interação ética, a privacidade e o consentimento contínuo do trabalhador monitorado.","Impõe-se como blindagem ética nas fábricas e corporações urbanas. Garante que o operário ou o funcionário corporativo mantenha o seu direito à recusa, impedindo a sua degradação para mera ""fonte passiva de dados"".",,"Emprega métodos de pesquisa qualitativa corporativa, como entrevistas semiestruturadas em ambiente laboral para captar dados subjetivos de funcionários e painéis de grupos de foco (focus groups) para mediar discussões ativas entre stakeholders.",Propõe diagramas de caso de uso visualmente amigáveis para reduzir a complexidade técnica e guiar leitores não especializados através dos processos de gestão de dados.,"Cria frameworks baseados em BPMN (Business Process Model and Notation) para mapear todo o caminho do dado, desde a coleta inicial até a gestão da força de trabalho.","O estudo envolve especialistas de três países (Portugal, Itália e Brasil), permitindo uma visão internacional e comparativa sobre como as divergências regulatórias e culturais impactam a implementação da IHD."
91,"Chatzimichali et al., 2021","Chatzimichali A., Harrison R., Chrysostomou D. Toward privacy-sensitive human–robot interaction: Privacy terms and human–data interaction in","Transita da aceitação passiva da automação robótica para a exigência de governança ética auditável. Na prática, obriga as empresas a materializarem a transparência, focando na Autonomia do Usuário sobre os seus registros algorítmicos.","A teoria e as diretrizes globais (como as da OCDE) exigem transparência corporativa unificada. Na prática do mercado, empresas ocultam-se sob jargões jurídicos complexos e políticas genéricas (""blanket policies""), gerando um abismo na real eficácia e aplicação da Autonomia do Usuário.","Ausência de ferramentas técnicas e padrões estruturais para empoderar usuários leigos a exercerem ativamente os seus direitos aos dados, além da falta de estudos que escrutinem termos e condições corporativos no campo da robótica.","A regulação de ambientes sociotécnicos (robótica) resumia-se ao mero cumprimento da conformidade legal estatal e das normas de segurança física fabril, desconsiderando a necessidade de transparência de dados sobre a interação e o afeto humano-máquina.","Vital para gerenciar as ameaças da ecologia robótica nas redes residenciais, garantindo que o cidadão possa confiantemente adotar a robótica sem sacrificar a intimidade da sua vida privada dentro do lar inteligente.",,Utiliza uma metodologia qualitativa de revisão documental sistemática amparada por um esquema de pontuação ordinal (0 a 3) baseado estritamente nos princípios teóricos da OCDE.,"Defende o uso de ícones padronizados, notificações oportunas (just-in-time) e interfaces estruturadas em camadas para ocultar a complexidade técnica e reduzir a sobrecarga cognitiva.",Aplica o framework de privacidade da OCDE como lente analítica crítica para avaliar as práticas de IHD em robótica doméstica.,"Analisa as tensões entre as jurisdições da UE (GDPR) e dos EUA, destacando como as convenções culturais sobre robótica doméstica variam e exigem sensibilidade ética no design."
92,"Xie et al., 2021","Xie A., Ho J.C.F., Wang S.J. Data City: Leveraging Data Embodiment Towards Building the Sense of Data Ownership. (2021) Lecture Notes of the","Evolui da representação informacional bidimensional (2D) projetada como plano de fundo para a imersão total em realidade mista, fundindo ativamente o público e o dado em espaços tridimensionais cênicos (360°).","Teoricamente, a Realidade Virtual (VR) deveria garantir imersão imediata pela sobreposição de dados. Na prática, os usuários exigem tempo de adaptação cognitiva e dependem de ""âncoras reais"" (como estímulos sensoriais físicos e auditivos) para mitigar a desorientação e consolidar o Letramento em Dados no espaço virtual.",Desafio metodológico para a criação de espaços virtuais interativos contínuos que estabeleçam diálogos micro consistentes entre o gesto corporal humano e a visualização algorítmica processada em tempo real.,"A inserção tecnológica em espaços interativos cênicos tratava os fluxos de dados virtuais como mera ""decoração"" projetada no fundo do palco em 2D, em vez de integrá-los de forma híbrida como mediadores espaciais essenciais da interação narrativa.","Essencial para estruturar os espaços públicos interativos das Smart Cities, provendo sentido semântico para a integração das novas representações corporais (performances) que as pessoas executam perante as entidades tecnológicas expostas.",,"Baseia-se num estudo empírico e comparativo longitudinal sobre três instalações artísticas, utilizando observação direta não participante e entrevistas informais imersivas com cerca de 20 participantes por sessão (amostragem in situ).",Sugere a utilização de representações abstratas familiares (como a digitalização do próprio ambiente ou sala de ensaio) para servir de guia intuitivo em ambientes de Realidade Virtual.,Aplica o Continuum de Realidade Virtual (Milgram) para categorizar os níveis de interação humano-dado em espaços cênicos e públicos.,"Aborda apresentações em múltiplos países (Coreia do Sul, Portugal, Eslováquia), evidenciando a universalidade, mas também as variações na percepção corporal das tecnologias em espaços públicos."
93,"Lockwood, 2021","Lockwood M. Exploring Value Propositions to Drive Self-Sovereign Identity Adoption. (2021) Frontiers in Blockchain, 4, art. no. 611945.","Transita do foco no computador como artefato físico estático para o reconhecimento da onipresença da datificação. Na prática, exige o design de mecanismos explícitos para tornar fluxos de informação invisíveis passíveis de Autonomia do Usuário.","Teoricamente, as pesquisas apontam que o cidadão exige privacidade total. Na prática, opera o chamado ""Paradoxo da Privacidade"": os usuários expressam profunda preocupação, mas sabotam a própria Autonomia do Usuário ao aceitarem termos abusivos em troca de gratificação imediata ou conveniência de uso.","Abismo de adoção na implementação de Identidade Autossoberana (SSI), gerado por uma altíssima carga cognitiva de interface e pela falta de uma narrativa de design coesa que vá além de promessas de privacidade abstratas.","A gestão de acessos dependia estritamente de sistemas de identidade federada centralizada (Big Techs) e ""Contratos de Adesão"" corporativos unilaterais, nos quais o usuário era subjugado a conceder rastreamento total sem qualquer poder de negociação de perfil.","Age como muralha legislativa cibernética: vital para blindar a democracia local das investidas e manipulações operadas por oligopólios de Big Data, garantindo o direito civil universal de ""estar sozinho e isolado em seus pensamentos"".",,"Utiliza a Análise de Conteúdo Temática operada sobre entrevistas semiestruturadas, aliando-a à extração de estatística descritiva padronizada por meio de um questionário público validado.","Recomenda que a proposta de valor para leigos evite termos técnicos como ""descentralização"", focando estritamente na redução da fricção transacional e no empoderamento prático das relações com fornecedores de serviços.",Aplica o framework de IHD (Mortier) e a Teoria do Ciclo de Vida da Tecnologia (Moore) para analisar a adoção e a resistência a sistemas de dados complexos.,"Reconhece que, no Ocidente, a ""confiança"" é culturalmente mediada, enquanto grupos vulneráveis (refugiados) ou culturas que valorizam a privacidade familiar (como a alemã) possuem lógicas de adoção tecnológica divergentes."
94,"Crabtree et al., 2021","Crabtree A., Haddadi H., Mortier R. Privacy by Design for the Internet of Things: Building accountability and security (2021) Institution of","Eleva conceitualmente o dado de um mero subproduto de engenharia para um ""objeto de primeira classe"". Na prática, rompe a opacidade da infraestrutura para torná-la legível e diretamente suscetível ao controle cívico.","A teoria jurídica assume a figura do usuário como um indivíduo isolado que exerce controle solitário. Na prática das casas inteligentes, os fluxos formam ""dados mistos"" familiares, tornando os modelos de consentimento individual insuficientes e exigindo dinâmicas sociológicas de negociabilidade coletiva.","Negligência quase total sobre a infraestrutura de ""negociabilidade"" contínua, combinada com a falta crônica de ferramentas visuais que permitam a usuários leigos gerenciar a sua própria segurança de rede residencial de forma simples.","O mercado de casas inteligentes impunha ""jardins murados"" (walled gardens) tecnológicos: ecossistemas comerciais fechados e enclausurados onde o consumidor era ativamente bloqueado de monitorar os rastros gerados pelos seus próprios eletrodomésticos locais.",Fundamental para resguardar a convivialidade familiar no cerne dos lares geridos por Internet das Coisas (IoT). Evita ativamente que a modernização tecnológica habitacional custe a erosão irreversível da rede de confiança interpessoal civil.,,"Propõe um ecossistema metodológico citando ferramentas como Etnografia Aplicada, Design Especulativo (através da construção tangível de mundos), DPIAs (Avaliações de Impacto de Proteção de Dados) e o próprio estudo empírico ""Cardboard Box"".","Sugere o uso de IA Explicável (XAI), modelos de ""lojas de aplicativos"" familiares e interfaces tangíveis para dar controle sobre a segurança sem exigir perícia técnica.",Utiliza o framework de IHD (Mortier/Haddadi) e o modelo Databox como referências centrais para a segurança de rede doméstica.,"Explora a dinâmica social da casa, onde a divulgação de informações em sistemas de IoT replica práticas sociais e culturais milenares de hierarquia e confiança entre os membros da família."
97,"Koesten et al., 2020","Koesten L., Vougiouklis P., Simperl E., Groth P. Dataset Reuse: Toward Translating Principles to Practice (2020) Patterns, 1 (8), art. no. 1",Documenta a transição ontológica que deixa de tratar bases de dados como lixo digital ou subprodutos operacionais temporários para enquadrá-las como ativos críticos socioeconômicos cujo valor escala exponencialmente com o reuso.,"Teoricamente, o estrito cumprimento de normativas de TI e marcos legais de padronização deveria universalizar os dados. Na prática, o mero enquadramento jurídico não garante usabilidade ou Letramento em Dados, persistindo graves atritos para que terceiros consigam explorar a informação.","Escassez de detalhes operacionais e de métricas padronizadas que produzam evidências mensuráveis sobre o que torna, na prática de engenharia, um dataset mais reutilizável ou interpretável do que outro.","O rigor arquitetônico web focava obsessivamente na legibilidade semântica de scripts para as máquinas, abandonando a etapa qualitativa de desenhar a experiência prática necessária para o Letramento em Dados dos cidadãos.","Enquadra as bases de dados como os alicerces críticos para desatar os complexos ""problemas perversos"" da gestão urbana, consolidando o seu reúso humano e auditável como antídoto para a dependência extrema da IA mercantil.",,"Utiliza processamento algorítmico via Redes Neurais Profundas (DNN) e análise estatística para prever níveis de reusabilidade de conjuntos de dados, validados por análise temática humana manual de arquivos estruturados (README).","Recomenda a adoção de resumos textuais informativos, arquivos README estruturados com cabeçalhos claros e a manutenção de formatos de arquivo compatíveis com bibliotecas amplamente usadas (como Pandas).","Mapeia características de datasets para oito categorias de reusabilidade (incluindo ética, qualidade, semântica e conexões), estruturando a exploração técnica.","Discute como barreiras sociais impedem o compartilhamento, enfatizando a importância crítica do contexto geográfico e espacial na documentação para permitir o reúso efetivo em diferentes âmbitos culturais."
98,"Zou et al., 2020","Zou N., Liang S., He D. Issues and challenges of user and data interaction in healthcare-related IoT: A systematic review. (2020) Library Hi","Transita de diagnósticos analíticos utilitários isolados para uma gestão de painéis ""360 graus, multimodal e social"". Na prática, insere ativamente o humano como o ator central dos fluxos interativos de dados corporativos.","Enquanto a teoria exalta a Internet das Coisas (IoT) como facilitadora da precisão médica preventiva, as implementações práticas de saúde assumem o formato de ""caixa-preta"", erguendo barreiras éticas severas sobre quem realmente detém a Autonomia do Usuário e a posse sobre dados biométricos.",Ausência de padrões globais de design ou princípios taxonômicos orientadores para a representação de painéis informacionais voltados especificamente para o usuário final que não detém Letramento em Dados.,"A Internet das Coisas (IoT) operava primariamente através da silenciosa comunicação máquina-a-máquina (M2M), marginalizando e excluindo completamente o fluxo de informações e os retornos interativos (feedbacks) voltados para as pessoas no ciclo final.",Instrumento decisivo para frear o deslize utilitarista nas Smart Cities. Evita que o pretexto sanitário ou a telemetria ubiquamente espalhada pelas ruas asfixie a Autonomia do Usuário e suprima a locomoção anônima.,,Utiliza Análise de Conteúdo sistemática baseada nos parâmetros rigorosos da teoria fundamentada nos dados (grounded theory) para formular e consolidar um esquema codificado de extração de dados contendo 52 itens avaliativos.,"Ressalta que usuários leigos valorizam a sensação de segurança acima de funcionalidades sofisticadas, exigindo representações de dados que sejam imediatamente interpretáveis.",Aplica o framework de IHD (Mortier) e o Modelo de Aceitação de Tecnologia (TAM) para validar a eficácia ética do Monitoramento Eletrônico de Desempenho.,"Explora as tensões entre diferentes stakeholders (como a relação médico-paciente), onde a importância de dados contextuais (clima, localização) é filtrada por valores culturais distintos sobre o que é aceitável monitorar."
99,"Victorelli & Reis, 2020","Victorelli E.Z., Reis J.C.D. Human-data interaction design guidelines for visualization systems. (2020) IHC 2020 - Proceedings of the 19th B",Posiciona a IHD na intersecção madura entre a IHC e a Visualização de Informação. Evolui a prática ao transpor o foco restrito em tabelas para a defesa da legibilidade e Autonomia do Usuário sobre volumes de dados não estruturados.,"A teoria formula princípios filosóficos abstratos de legibilidade e controle. Na prática, o estudo materializa esses valores em heurísticas operacionais estritas (como fornecer feedback imediato e transições visuais claras), permitindo que designers iniciantes incorporem facilmente a Autonomia do Usuário em projetos.","Falta de um compêndio ou conjunto validado, compilado e organizado de diretrizes heurísticas que guie exclusivamente o design interativo e a avaliação ergonômica de sistemas voltados para a IHD.","As interfaces informacionais reduziam-se a apresentações visuais de tela muito estáticas (gráficos focados em especialistas), desconsiderando a complexidade cognitiva e o atrito enfrentado pelos leigos na manipulação direta de massas de dados não estruturados.","Base operacional absoluta para a concepção estrutural das ""cidades cognitivas"", garantindo as camadas perceptivas necessárias para a assimilação dos volumes granulares captados pelos municípios.",,"Utilizou o método heurístico clássico: inspeção especializada de interfaces baseada nas diretrizes fundamentais da IHD, construção e teste de protótipos de alta fidelidade, avaliação pareada e aplicação de questionários de percepção de utilidade de sistema.","Oferece um guia de referência rápida, exemplos de aplicação claros e diretrizes que reduzem a carga cognitiva, como a premissa de ""minimizar a sobrecarga de informação"" em cada tela.","Integra o framework de IHD de Mortier et al. com heurísticas clássicas de Nielsen e o ""mantra"" de visualização de Shneiderman para o design de interfaces.","Conduzido no Brasil, o estudo utiliza dados de bem-estar social, reconhecendo que a interpretação desses índices é mediada pela percepção cultural brasileira sobre qualidade de vida."
103,"Locoro et al., 2020","Locoro A., Cabitza F., Ravarini A., Buono P. IGV short scale to assess implicit value of visualizations through explicit interaction. (2020)","Evolui da mera usabilidade mecânica para atuar como facilitador ético e sociotécnico, ancorado nos pilares de legibilidade, negociabilidade e Autonomia do Usuário. Na prática, empodera indivíduos contra arquiteturas corporativas de vigilância abusiva.","Enquanto a teoria acadêmica avança na defesa de ecossistemas justos e colaborativos, a prática corporativa (como o Monitoramento Eletrônico de Desempenho) persiste na adoção de ""caixas-pretas"" unilaterais focadas apenas na maximização da eficiência gerencial, esmagando a Autonomia do Usuário.",Lacunas múltiplas: compreensão limitada dos usuários sobre coletas urbanas; escassez de estudos de IHD em comunidades desfavorecidas; urgência de diretrizes éticas e auditáveis de IHD para Inteligência Artificial Generativa.,"A Interação Humano-Computador (IHC) tradicional priorizava a segurança técnica criptográfica e a estética de tela frontal, confinando o usuário ao papel passivo e alheio perante os mecanismos corporativos da extração invisível.",Provê as engrenagens mestras (legibilidade e negociabilidade) contra os mandatos de vigilância panóptica urbana. Exige categoricamente que o planejamento da cidade inteligente jamais opere à custa da alienação informacional e da Autonomia do Usuário.,,"Combina métodos vindos da IHC (Avaliação Heurística e testes de usabilidade presencial) com vertentes qualitativas (entrevistas e estudos de caso focados na Autonomia do Usuário) e métodos de Validação Especializada acadêmica (análise conceitual, raciocínio abdutivo e o Método Delphi formal).","Prioriza interfaces limpas com organização lógica, mecanismos de feedback contextual (explicando o ""porquê"" da coleta), uso de Fisicalização de Dados e inclusão do usuário no design participativo para desmistificar a extração.","Testa empiricamente o framework em contextos diversos: diagnósticos de privacidade automotiva, painéis de especialistas em cenários industriais e avaliações de impacto social da datificação, além de validar modelos para IA Generativa.","Afirma que normas culturais moldam a Autonomia do Usuário: culturas coletivistas tendem a aceitar o compartilhamento para o bem comum, enquanto culturas individualistas priorizam o controle pessoal. A complexidade dos termos de serviço afeta de modo desproporcional grupos étnicos que não dominam as convenções digitais dominantes."
104,"Lee-Smith, 2020",Lee-Smith M. The data hungry home: Humans harvesting data for living devices. (2020) DIS 2020 Companion - Companion Publication of the 2020,"Transita do foco estrito em privacidade legal para explorar o Design Além do Centrado no Humano (More-Than Human Centred Design). Trata o dado como ""alimento"" caótico que nutre dispositivos, estabelecendo relações de simbiose e não apenas de subserviência técnica.","Na teoria sociotécnica clássica, a máquina extrai e o ser humano reage tentando frear a coleta. Na prática deste ensaio de Design Especulativo, a lógica inverte-se drasticamente: o usuário ganha controle ativo ao ""caçar"" os dados pelo mundo (via dispositivos híbridos) para alimentar manualmente os algoritmos de sua casa.","Foco excessivo e limitante do campo primariamente na proteção de dados legais e na privacidade corporativa, ignorando radicalmente a investigação de como os dados poderiam ser ativamente manipulados para criar novas interações imprevisíveis.",NÃO RESPONDE.,NÃO RESPONDE,,"Afirma que, em vez de recorrer a testes numéricos tradicionais, a validação recorrerá ao método da Filosofia Empírica, mobilizando táticas provocativas de design de interação, como Sondas Tecnológicas (Technology Probes) e ""Provotypes"" (protótipos intencionalmente falhos ou absurdos).",NÃO RESPONDE,"Framework (""Data Hungry Home"") criado e hardware prototipado, mas o estudo de caso prático ainda estava em fase inicial de implementação (in situ) no momento da publicação.",NÃO RESPONDE
105,"Alhakamy et al., 2020","Alhakamy A., Cafaro F., Trajkova M., Kankara S., Mallappa R., Veda S. Design strategies and optimizations for human-data interaction systems","Expande o escopo da IHD para incorporar a cognição corporificada (embodied cognition). Na prática, abandona a interação de cliques em telas para provar que o Letramento em Dados também ocorre pela exploração gestual do ambiente.","Teoricamente, assume-se que painéis de exibição pública atraem naturalmente o engajamento cívico. Na prática urbana, os cidadãos sofrem de ""cegueira de afordância"" (ignoram os recursos interativos), exigindo que a interface apele para avatares reflexivos e perguntas ostensivas visando romper a apatia e forçar o Letramento em Dados.","Necessidade imperativa de projetar instalações interativas de dados que fujam ao propósito utilitário único, devendo suportar explorações multivariadas simultâneas que fomentem o Letramento em Dados informal no espaço público.",NÃO RESPONDE.,NÃO RESPONDE,,Operou uma massiva avaliação urbana: testes in situ suportados por gravação em vídeo ininterrupta de 830 visitantes. O material bruto foi submetido a uma Análise Temática Qualitativa executada rigorosamente por 5 pesquisadores distintos.,"Utiliza representações do usuário na tela (avatares ou câmeras) para sinalizar interatividade, além de ""Perguntas de Andaime"" (questões instigantes que guiam o raciocínio sobre o dado) e rastreamento facial com ícones de controle.","Testou a implementação real do protótipo ""Human-Data Interaction system"" manipulável por sensores de movimento (Kinect) num museu público, focando no gerenciamento de conjuntos de dados globais.",NÃO RESPONDE
108,"Trajkova et al., 2020","Trajkova M., Alhakamy A., Cafaro F., Mallappa R., Kankara S.R. Move Your Body: Engaging Museum Visitors with Human-Data Interaction. (2020)","Transita da interação informacional confinada a desktops para a adoção da cognição corporificada. Na prática, investiga o uso do corpo inteiro para promover o Letramento em Dados espaciais e a exploração de mapas globais em instalações urbanas públicas.","A teoria projeta espaços urbanos inteligentes repletos de telas ativas; a prática revela uma tripla barreira cognitiva: ""Cegueira de Tela"", ""Cegueira de Interação"" e ""Cegueira de Afordância"". Se o painel não for hiper-responsivo nos primeiros 15 segundos, o cidadão abandona a tentativa.","Desafio na prototipação de instalações espaciais de IHD voltadas para o público geral, carecendo de designs que suportem múltiplas intencionalidades de busca e de exploração de forma puramente intuitiva.",NÃO RESPONDE.,NÃO RESPONDE,,"O estudo cruzou frentes quali e quantitativas: Estudo Quase-Experimental in situ monitorado por gravação de 731 participantes civis. A análise métrica utilizou o software Anvil, calculando a validade dos dados (coeficiente Kappa de Cohen) submetidos ao rigoroso teste de variância ANOVA de duas vias.","Implementa ""Perguntas de Andaime"" (scaffolding) no topo das visualizações para direcionar o raciocínio, uso de sobreposição de câmera (Camera Overlay) e avatares para indicar qual usuário detém a Autonomia do Usuário naquele instante.","Desenvolveu e testou uma instalação de IHD estruturada em três componentes simultâneos: Controlador de Sensor, Gerenciador de Gestos e Design de Bases de Dados Globais.",NÃO RESPONDE
109,"Lindley et al., 2020","Lindley J., Akmal H.A., Pillling F., Coulton P. Researching AI Legibility through Design. (2020) Conference on Human Factors in Computing Sy","Evolui dos densos debates teóricos sobre ética algorítmica para a materialização pragmática no Design de Interação, desenvolvendo iconografias visuais que comuniquem ativamente os processos de extração invisível para o usuário final.","Enquanto a teoria delibera sobre a ética da ""Inteligência Inteligível"", a prática comprova que textos longos são inúteis. A legibilidade real exige traduzir densos Termos de Uso para uma gramática de ícones modulares e selos de certificação que facilitem a tomada de decisão leiga.","Ausência de um ""vocabulário explicativo"" cívico padronizado para IA que seja legível pelo público em geral, contrastando fortemente com as atuais abordagens de transparência algorítmica voltadas exclusivamente para programadores.","O design de interface clássico limitava-se a criar metáforas visuais utilitárias de ferramentas fixas (ex: o desenho do disquete para ""salvar""), provando-se mudo e incapaz de dar forma ou de alertar sobre processos invisíveis de perfilamento em nuvem.","Propõe intervenções semióticas contínuas para o ambiente urbano (""rótulos de dados"" de vigilância espalhados na arquitetura urbana como placas de trânsito) para treinar o olhar do cidadão perante o assédio algorítmico da ubiquidade conectada.",,"O estudo estruturou-se na metodologia epistemológica e iterativa Research through Design (RtD), consolidando e testando as iterações de protótipos de interfaces através de balizamentos teóricos e analíticos calcados na Tríade de Peirce (Semiótica).","Propõe uma linguagem visual modular e abstrata, inspirada em sinais de trânsito, para comunicar seis conceitos críticos (ex: presença de IA, proveniência dos dados) sem exigir jargão técnico.",Cria e testa um vocabulário visual (framework iconográfico) construído ativamente sobre os pilares da IHD para a comunicação de processos complexos de IA.,"Discute a ""mercadorização"" do usuário na economia de intenção, ressaltando que o design deve tornar transparente o quanto de trabalho cultural não remunerado o cidadão dedica ao alimentar algoritmos."
111,"Koesten et al., 2020","Koesten L., Simperl E., Blount T., Kacprzak E., Tennison J. Everything you always wanted to know about a dataset: Studies in data summarisat",Desloca-se da publicação fria de metadados para a necessidade imperativa de contexto legível por humanos. Foca na construção de sentido (sensemaking) ao propor que a compreensão leiga exige traduções textuais diretas de entidades complexas.,"Teoricamente, o mero preenchimento de padrões de interoperabilidade da web seria suficiente para a publicação de arquivos. Na prática, usuários não conseguem avaliar a utilidade do dado e necessitam de informações complementares descritivas de qualidade e padrões informacionais.","Carência de padrões visuais e textuais orgânicos para o resumo de bases de dados. As soluções vigentes, por serem geradas unicamente de máquina para máquina, excluem o contexto essencial que garante a reaplicação segura do dado.","A publicação de informações apoiava-se inteiramente em metadados técnicos de rastreamento de software, sob o falso pretexto de que o leigo poderia inferir qualidade e aplicação apenas pelas tags e não necessitava de narrativas textuais auxiliares.",NÃO RESPONDE,,O estudo utilizou Diários de Busca de Dados guiados por 69 universitários e validou as hipóteses cognitivas combinando experimentos controlados rigorosos em laboratório com amplos testes em massa delegados por Crowdsourcing.,"Reforça elementos como: subtítulos em uma frase, categorização semântica compreensível, estatísticas básicas (número de linhas) e declarações expressas sobre a qualidade e incerteza dos registros.","Valida um framework próprio: um ""Template de Resumo de Dados"" de 9 etapas aplicado sobre conjuntos de dados reais de fontes públicas.","Reitera que a construção de sentido a partir de dados é um processo influenciado por fatores culturais e subjetivos, onde o leitor sempre traz uma bagagem interpretativa que condiciona a leitura do resumo técnico."
112,"Victorelli et al., 2020","Victorelli E.Z., Dos Reis J.C., Hornung H., Prado A.B. Understanding human-data interaction: Literature review and recommendations for desig","Evolui da mineração visual isolada (2006) para intervir de ponta a ponta em todo o ciclo de vida do dado. Consolida que a legibilidade e a Autonomia do Usuário não devem figurar apenas na tela final, mas sim na base de coleta e edição.","A teoria da IHD exige interação intuitiva com acervos públicos. Na prática, auditorias em portais de Dados Abertos Governamentais (ODG) apontam que, embora o conteúdo do dado exista, a embalagem técnica e visual falha gravemente, carecendo de mecanismos de busca enriquecidos e retornos interativos usáveis.",Desafios abertos persistentes: dificuldade em engajar usuários inexperientes via design participativo; vácuo jurídico e prático sobre modelos claros de propriedade do dado; e desafio severo no letramento e entendimento semântico por leigos.,"A área era operada por vertentes isoladas: a IHC desenhava as telas, as leis de Privacy by Design aplicavam as regras obscuras e a disciplina de Visualização focava em estatísticos, mantendo o cidadão leigo completamente alienado e fragmentado do sistema integral.",Sustentáculo filosófico e ergonômico das Smart Cities: defende que a instalação difusa de sensores e IoT perca o viés punitivo-tecnocrático e adote interfaces que permitam que a inteligência civil participe efetivamente na formulação de políticas.,,"O estudo mobilizou a Revisão Sistemática da Literatura (RSL) modelada na teoria sociológica Ator-Rede (ANT). Na segunda fase (etapa prática), aplicou o método formal de Avaliação Heurística/Inspeção cruzada com três especialistas utilizando escalas pré-calibradas.","Sugere elementos como: intuitividade visual (transmissão de propriedades ""em um piscar de olhos""), feedback coloquial (usando humor ou metáforas) e mecanismos de busca que processem a linguagem humana, não apenas comandos técnicos.","Extrai da literatura e consolida um framework próprio de ""Recomendações de IHD para Sistemas de Informação"", testando-o através da inspeção de três portais governamentais reais de São Paulo.",Afirma que julgar ambiguidades e referências cruzadas entre fronteiras sociais e culturais é um desafio central da IHD. As analogias usadas no raciocínio sobre dados são sempre informadas por similaridades e diferenças culturais locais.
